,0,1,2,3,4,5,6,7,8,9
0,0.99872,0.9048980122125504,0.03577708763999664,0.30838610180656595,0.9984822350145087,0.8960995142858839,0.9993912337662337,0.9300453982666116,0.998580697485807,0.919795918367347
0,0.948032,0.8939846693516955,0.2279649095804001,0.3255999549267545,0.9435324822354366,0.8840632412698949,0.960734577922078,0.9231247409863241,0.9570446735395189,0.9091836734693878
0,0.925824,0.8829414057424971,0.27235271248878723,0.342138267747855,0.9175550619156799,0.8736320288549824,0.9491680194805194,0.9074791114734053,0.9342854289423749,0.9087755102040816
0,0.909056,0.8744965571001689,0.3015692291995322,0.3542646509318014,0.8994118179229335,0.8645140502784399,0.9362824675324676,0.9007742461287693,0.9208661810198583,0.9022448979591837
0,0.899328,0.8676107574379628,0.31728851224083104,0.3638533256162944,0.8878911798787971,0.8568170182854601,0.9316152597402597,0.8965869609646434,0.9108223390536653,0.8953061224489796
0,0.89312,0.8656619462128102,0.3269250678672408,0.3665215597849461,0.8813889764735612,0.854792391437705,0.9262378246753247,0.8946508779093507,0.9063741064336776,0.8942857142857142
0,0.884992,0.8591659087956347,0.3391282943076263,0.37527868471892367,0.8718553936962672,0.847864826363275,0.922077922077922,0.8890701468189234,0.8982900069190471,0.889795918367347
0,0.88,0.8578667013121996,0.34641016151377546,0.37700570113434684,0.8654904590393572,0.8469687993275168,0.9209618506493507,0.8855348460291734,0.8922638356433698,0.8920408163265307
0,0.875008,0.8555281278420164,0.35354207670374965,0.3800945568644513,0.8607787466260555,0.8443621681633323,0.9151785714285714,0.884022708840227,0.8898096083653941,0.889795918367347
0,0.870208,0.8479927244380928,0.3602665679743265,0.38988110439197643,0.8565067426831272,0.8360320824684905,0.908887987012987,0.8789110117838277,0.8879857256145915,0.8828571428571429
0,0.866112,0.8456541509679095,0.3659070920329367,0.3928687427527041,0.8521458614026379,0.8335523451887649,0.9055397727272727,0.8767762890783597,0.8848899464604402,0.8814285714285715
0,0.862464,0.8414966870209173,0.3708584635679763,0.3981247454995516,0.8491464029502739,0.828638160030827,0.9000608766233766,0.8759705762157745,0.8840059790732436,0.8748979591836735
0,0.852032,0.8377289853189555,0.3846660889654818,0.4028287659552686,0.8370677291918516,0.8245814131012504,0.8942775974025974,0.8729315628192033,0.8740579135263784,0.8720408163265306
0,0.841536,0.8305833441600624,0.3980753697479913,0.4116025459590084,0.8240398345641617,0.8184794166160464,0.8909293831168831,0.8583100836986848,0.862404242781379,0.8789795918367347
0,0.833664,0.8208392880342991,0.40784310708898835,0.42327380259791764,0.8169733695462538,0.8069567256508161,0.8807832792207793,0.8551543272140407,0.8590796635329045,0.8651020408163266
