,test_cas,smiles,pubchem2d,atom_number,alone_atom_number,bonds_number,doubleBond,tripleBond,ring_number,Mol,MorganDensity,LogP,oh_count
1356,2866-43-5,o1c2ccccc2nc1c3sc(cc3)c4oc5ccccc5n4,11000000011110110011000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100010110001001000000000000000001100000110000000000000000000000000000000000000000000000000000001011000000000011111111000000000000000000001111000000100000000000000000000000000000000000000100000001100100000011101011000000000001100001100011110110010000010000001010001001000101011000000000110100101011100100101010000000100100000111000100010100000001011110110101000110000010010001001100000111001101101110110110011011000000011100010011010110010111001001011010110111011100011110011100100101000111001001100010000010001111110001110100110000111100110000100100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000,0,0,27,0,0,5,318.357,0.6086956521739131,5.364500000000002,0
1357,78-32-0,Cc1ccc(O[P](=O)(Oc2ccc(C)cc2)Oc3ccc(C)cc3)cc1,11100000011110000011100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000011000000000000000000000000000000000000000000000000000000000000010101000000000000000000000001101000000000000000000000000000100000000000000000110000000100100000001001100000000000001100100000011010000000000000000000000100010000100000000100001000100000010000100000000010000000000000100000000000000000001000000010000000000000000010001000100000000000000001100000100010001000000010000010011000100010100000000001000100010010100000000011000000000000001001001100000000010001000010001000100000000111100000001100000000000000000011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,1,28,1,0,3,368.3690000000001,0.5,6.256760000000005,0
1358,81591-81-3,C[S+](C)C.O[P](O)(=O)CNCC([O-])=O,11100000011000100011100000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000001100000100000000100000100000000000000000000000000000110000011000000000000100100000100000100000000010110000000000000000011000000010000100000000000000100100000000100010000000000000000000000000000000000000000000000000000000000000000000000010000000100010000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,14,3,12,2,0,0,245.23699999999997,1.4285714285714286,-2.0447999999999977,2
1359,62-76-0,[Na+].[Na+].[O-]C(=O)C([O-])=O,00000000010000000011100000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,8,4,5,2,0,0,133.998,0.875,-9.505799999999999,0
1360,144-21-8,[Na+].[Na+].C[As]([O-])([O-])=O,00000000000000000011000000110000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7,5,4,1,0,0,183.934,1.2857142857142858,-8.285800000000002,0
1361,106-40-1,Nc1ccc(Br)cc1,10000000011000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000010100000000000000000000000000011010100000001000100000010001000000000000001100001100000010000000010000000000000000000000100000000000000000100100010000100100000000000000100000100000000000000000001000000000001000000100000010001000100000000000000000000110010010101000000010000010000000100010100000001001000110010001100000000010000000000000011000001001000000000000000010001100101000010111000100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,0,8,0,0,1,172.02500000000003,1.125,2.0313,0
1362,37680-73-2,Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)cc2Cl,10000000011100000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001100000000010000000000000000000000000000000000000110000000010100000000001100000100000001100000000000010000000000000000000000000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000000010100000000000010001000101001000000000000000000001010001000000010000010000000100010100000010001001100010000100000000010000000000000001000001000000000000000000010001000100000000111000000001000000011000000000011101000010000000000000100000010000000000000100000010000000000000100000010000000000000100000010000000000000100000010000000000000100000000000000000000000000000000000000000000,5,0,18,0,0,2,326.437,0.5294117647058824,6.620600000000001,0
1363,99-57-0,Nc1cc(ccc1O)[N+]([O-])=O,10000000011000110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000101000000100000000000000000000000100000001100100000011001000000000000001100001100011010000000010100000100001000000000100000010000000000100100010000100100001100000000100000100000000000000000001000000010001000000000001010001000100000000000000001110110110010001010000010100010011000100010100100101101000111010011100000000111000000000000011001001101000000010001000010001101100000000111101100000100000000000000000000000000000001000000000000000000000000000100000000000001000000000000000000001000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000,5,2,11,1,0,1,154.12499999999997,1.5454545454545454,0.8825999999999998,1
1364,1085-98-9,CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,11000000011100110011000100000000011001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110100000110000000000100000000000000000000000000100000001000100000010001000010000100001100101100000010000010000000000000000000000000100000000000000000100100010000100100000000110000100000100000000000000000001000000000001000000000000010001000100000000000000010000110010010001000000010000010000000100010100000001001000110010001100000000010000000000000011000001000000000000000000010001100100000000111000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,12,1,18,2,0,1,333.237,1.2222222222222223,3.006000000000001,0
1365,7681-82-5,[Na+].[I-],00000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,2,0,0,0,0,149.894,1.0,-5.992,0
1366,2157-19-9,OCC1C(CO)C2(Cl)C(=C(Cl)C1(Cl)C2(Cl)Cl)Cl,11000000011100000011000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000010000000000000100000000000000000000000110100000010101000001000000010000010000000000000000000000000000000000000001000000000100000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000100001000000000000000000001000001000000000000001000000000010000000010000000000000000000000000100000000000000000001001000000000000000000010000000000000000011110000001100000000110000000011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000100100010000000000000100,17,0,18,1,0,2,360.8789999999999,0.8235294117647058,3.0489,2
1367,51384-51-1,COCCc1ccc(OCC(O)CNC(C)C)cc1,11100000011100100011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000100000000100000000000000000000000110000111100111000011001100000000110001100100000011010000010110000000000011000000000100000000000001000100000010000100000000000000000000000100000100000000000001000000010000000000000000010001000100010000000000011100000100010001000000011110011011000100010100001000011000100011010100001100011100000100000101001101101000000010001100110111010100000000111100000001100000010100000000011100010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,13,0,19,0,0,1,267.36899999999997,1.2105263157894737,1.6132,1
1368,25322-68-3,OCCO,10000000010000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000000000000000101000001000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4,0,3,0,0,0,62.068000000000005,1.0,-1.0290000000000001,2
1369,5331-91-9,Clc1ccc2SC(=S)Nc2c1,10000000011000100000000000000000011001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000001011000000000010000000000000000000000000001110000000110000100000000000000000000000000000000100000001010100000010101000000100000001100001100000110000010110000000000000000001000100001000000000000100100010000100100000000000000100000100000000000000000011000010000111100011001000010001000100000011100000000000110011010001000000010000010000000100010111000011001001110010001100001000010000000001000011000001001000000000000010010001100100000000111000100000000000000000000000000000000000000000010000000000000000000000010000000000000000100000000000000000000010000000000000000000000010000000000000000100000000000000000000000000000000000000000000000000,5,0,12,1,0,2,201.703,1.4545454545454546,3.6122900000000007,0
1370,67485-29-4,CC1(C)CNC(=NC1)N\N=C(/C=C/c2ccc(cc2)C(F)(F)F)\C=C\c3ccc(cc3)C(F)(F)F,11100000011110111000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000010000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001110100000000000110000000000000000000000000000000111000001000110000010001100000010100001100110000000010000010111000100000000000000000101000000000001100100000011000100010010000000000000100100000000000000001001000000000000000000000000011011000100010000000000110000000000010011000100010000010000000100010100000000101100100010000100001000010000000000000001100001000100000000010000010001000100000000111000000001000000000000000000011100100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,23,0,37,4,0,3,494.48300000000006,0.8571428571428571,6.381800000000005,0
1371,7446-70-0,[Al+3].[Cl-].[Cl-].[Cl-],00000000000000000000000000000000000001100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,4,4,0,0,0,0,133.341,0.5,-9.3688,0
1372,26172-55-4,[H+].[Cl-].CN1SC(=CC1=O)Cl,10000000011000100010000000000000010001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000110000000000100000000000000000000000000100000000010100000011100000000000100000000100000000000000010000000000000000000000000100010000000000000100001010100100001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10,2,8,2,0,1,186.06300000000002,1.8888888888888888,-1.7833,0
1373,109-73-9,CCCCN,11000000011000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000000000100000000000000000000000000000000100000000000110000010000000000000100000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5,0,4,0,0,0,73.139,1.6,0.7452000000000001,0
1374,628-92-2,C1CCC=CCC1,11000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000010000100000000000000000000000000000000000000000001000000000000000000000000010000000100000000000000000000000000000001000000000000000000000000010000000000000000100000000000000000000000000000000000000001000000000000000000010000000000000000011000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,7,0,7,1,0,1,96.173,0.7142857142857143,2.5067000000000004,0
1375,51580-86-0,O.O.[Na+].ClN1C(=O)[N-]C(=O)N(Cl)C1=O,10000000010000110011100000100000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000010100000000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000010000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,14,2,11,3,0,1,255.977,0.9285714285714286,-6.3142,0
1376,54576-32-8,CCSCCCCSCC,11100000011100000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000100000000000000000000000000000000000000100000000000100001000100000000000000100000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10,0,9,0,0,0,178.36599999999999,0.8,3.272800000000002,0
1377,13462-86-7,[Ba++].[O-][S]([O-])(=O)=O,00000000000000000011100000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6,4,4,2,0,0,233.391,1.1666666666666667,-1.7187999999999999,0
1378,137-19-9,Oc1cc(O)c(Cl)cc1Cl,10000000011000000011000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000010000000000000100000000000000000000000100000000110100000001001000000100000001100000000011010000000000000000000001000000000100000000000000000100000010000100000000000000000000000100000000000000000001000000010010101000000000000001000100000000000000001100000101110001000000010000010011100100010100000110001001000010010100000000111000000000000001001011100000000010101000010001001100000000111100000000110000000000100000000000000000000100000000000000000100000000000100000000000100000000000000000000100000000000000000100000000000100000000000100000000000000000000000000000000000000000000000000000,4,0,10,0,0,1,179.002,0.9,2.4045999999999994,2
1379,1928-58-1,CCCCOCCOCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,11100000011110000011100000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000010000000000000000000000000000000000000100000000110101000001001000000100010001100100000111010000000000000000000010000000000100010000000000000100000110100100000100000000010000000100000100000000000001000000010010101000000000000001000101001000000010001100000101110001000000011010010011000100011100001010011001000011110100000100011100000100000101001011100000000010001000010101010100000000111100000000100000000000000000000000000000000100000000100000000000100000000100000000000100000000100000000000100000000100000000000100000000100000000000100000000100000000000000000000000000000000000000000000,19,0,25,1,0,1,413.725,0.88,4.792200000000005,0
1380,110-65-6,OCC#CCO,10000000011000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000000000101000001000000000000010000000000000000000000000000000000000001000000000010000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6,0,5,0,1,0,86.08999999999999,1.0,-1.0256,2
1382,25875-51-8,N/C(N\N=C\c1ccc(Cl)cc1)=N\N=C\c2ccc(Cl)cc2,11000000011100111000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000110000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000001110000000010000110000000000000000000000000000000110000000010110000010001100000100100001100010000000010000000011000100000000000000000101000000000001000110000011000110010000000000000000100100000000000000000001000000000010100000000000011001000100000000000001000000000001010011000000010000010000010100010100000010001001100010000100000000010000000000000001100001000100000000000000010001000100000000111000000001000000000000000000011100000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,10,0,23,3,0,2,334.21000000000004,0.8636363636363636,3.2657000000000016,0
1383,89-83-8,CC(C)c1ccc(C)cc1O,11000000011100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000000000000000000100000000000000000000000110100000100100000001001100000000000001100100000011010000000000000000000001000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000010000000000000000010001000100000000000000001100000100010001000000010000010011000100010100000100001000100010010100000000111000000000000001001001100000000010001000010001001100000000111100000001100000011110000000011101100000000000000000000010000000000000000000010000000000000000000100000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000,5,0,11,0,0,1,150.22099999999998,1.2727272727272727,2.824020000000002,1
1384,2682-20-4,[H+].[Cl-].CN1SC=CC1=O,10000000011000100010000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000100000000000100000000000000000000000000100000000000100001011100000000000100100000100000000000000010000000000000000000000000100010000000000000100001010100100001000000000000100000000000000000000000000000000000000000000000000010000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9,2,7,2,0,1,151.618,1.875,-2.436699999999999,0
1385,114311-32-9,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(c1)C(O)=O,11100000011100110011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001111000000000000100000000100000000000000000000000110110001000111000011001111000000110001111111000100010010010110010000001011000000000101010000000001100110111111101110111110000000000100000101000000000100001001101010000000000100000000000011101100000100001101010000100110011011000000010000110011011111010110000001011110110011001100101000111000110001000011001101100010000000001110010001111100111000111101111000111010100001011000011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,16,0,23,3,0,2,305.33400000000006,1.5,1.2173000000000003,1
1386,34643-46-4,CCCS[P](=S)(OCC)Oc1ccc(Cl)cc1Cl,11000000011100000011000000000010011001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000110000000000000000000100000000000000000100000000110101001001101000000100010101100100000011010000000000000000000000100010000100000000000000000100000010000100000000000000000000000100000000000000000001000000010010101000000000010001000100000000000000001100000101110001000000010000010011000100010100000010001001100010010100000000011000000000000001001001100000000010001000010001000100000000111100000000100000000000000000000000000000000100000000000000000000000000000100000000000100000000000000000000100000000000000000000000000000100000000000100000000000000000000000000000000000000000000000000000,12,1,18,1,0,1,345.25300000000004,1.3333333333333333,5.776400000000003,0
1387,7542-09-8,[Co++].[O-]C([O-])=O,00000000000000000011000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5,3,3,1,0,0,118.94099999999999,1.4,-2.4495000000000005,0
1388,108-69-0,Cc1cc(C)cc(N)c1,11000000011100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000001000100000010001100000000000001100101100000010000000010000000000000000000000100000000000001000100100010000100100000000000000100000100000000000000000001000000000001000000000000000001000100000000000000000000110010010001000000010000010000000100010100000001001000110010001100000000010000000000000011000001001000000000000000010001100100000000111000100001000000001000000000011100000000000000000000000100100000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000,3,0,9,0,0,1,121.18299999999999,1.0,1.8856399999999998,0
1389,75-65-0,CC(C)(C)O,11000000011000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110001000100100000001000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,5,0,4,0,0,0,74.12299999999999,1.2,0.7771999999999999,1
1390,135410-20-7,CN(Cc1ccc(Cl)nc1)C(C)=NC#N,11000000011100111000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001110000000010000000000000000000000000000000000000110000000010110000010001101000100100001111111000000010010011000010000001000000000000101100000000001000110010011001110110010000000000100000101000000000100001001100010000011100100000000010011101100000100000001110000110011010011000000010000010000011100010110000011101101110010001100001000010000000001000011000001000000000000000110010001100100000000110000100000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,9,0,15,1,1,1,222.679,1.6666666666666667,2.06628,0
1392,28300-74-5,O.O.O.[K+].[K+].[O-]C(=O)C1O[Sb]2OC(C(O[Sb]3OC1C(=O)O3)C([O-])=O)C(=O)O2,11000000011100000011110000000000000000000110000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000100100010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100100000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000000000100000000000000000000000000000000000000010000000000000000000100100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000010000000000010100000000000000000000000000000000000000000000000000000001010010000000000000000000000000000000000000010000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,27,6,24,4,0,3,667.869,0.7037037037037037,-14.342100000000002,0
1393,100-56-1,Cl[Hg]c1ccccc1,10000000011000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001100000000000000000000000000000000000000000000000100000000000100000000001000000000000001100000000000010000000000000000000000000000000100000000000000000100000010000100000000000000000000000100000000000000000001000000000000000000000000010001000100000000000000000000000000010001000000010000010000000100010100000000001000100010000100000000010000000000000001000001000000000000000000010001000100000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,1,8,0,0,1,313.149,1.125,1.5482,0
1394,96-24-2,OCC(O)CCl,10000000010000000011000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000010000000000000100000000000000000000000100000010111101000001000000001000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000010001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,6,0,5,0,0,0,110.54000000000002,1.6666666666666667,-0.4216,2
